route_id;order_id;truck_id;client_id;city_loading;city_unloading;datetime_loading_start_plan_order;datetime_loading_end_plan_order;datetime_unloading_start_plan_order;datetime_unloading_end_plan_order;datetime_loading_arrival_fact;datetime_loading_start_fact;datetime_loading_end_fact;datetime_loading_departure_fact;datetime_unloading_arrival_fact;datetime_unloading_start_fact;datetime_unloading_end_fact;datetime_unloading_departure_fact
86586;198511;о060ск 750;15;Москва;Москва;29.05.2019 01:24;29.05.2019 02:38;29.05.2019 06:00;29.05.2019 07:14;28.05.2019 19:00;28.05.2019 19:00;28.05.2019 22:45;28.05.2019 22:45;29.05.2019 01:08;29.05.2019 01:08;29.05.2019 04:47;29.05.2019 04:47
86569;192106;в548са 750;16;Ижевск;Москва;13.05.2019 19:00;13.05.2019 22:00;16.05.2019 11:00;16.05.2019 14:00;13.05.2019 17:05;13.05.2019 17:05;13.05.2019 20:00;13.05.2019 20:00;16.05.2019 10:50;16.05.2019 10:50;16.05.2019 12:00;16.05.2019 12:00
86568;193398;у451св 750;7;Москва;Санкт-Петербург;16.05.2019 23:00;17.05.2019 02:00;17.05.2019 16:00;17.05.2019 18:00;16.05.2019 10:39;17.05.2019 03:30;17.05.2019 06:20;17.05.2019 06:20;17.05.2019 16:00;17.05.2019 16:00;17.05.2019 17:20;17.05.2019 17:20
86568;193928;у451св 750;18;Санкт-Петербург;Ульяновск;17.05.2019 21:00;17.05.2019 23:00;20.05.2019 14:00;20.05.2019 16:00;17.05.2019 17:40;17.05.2019 17:40;17.05.2019 19:45;17.05.2019 19:45;19.05.2019 21:57;19.05.2019 21:57;20.05.2019 18:30;20.05.2019 18:30
86546;194522;в575са 750;5;Санкт-Петербург;Москва;18.05.2019 10:00;18.05.2019 12:00;19.05.2019 10:00;19.05.2019 11:00;18.05.2019 10:00;18.05.2019 10:00;18.05.2019 15:35;18.05.2019 15:35;19.05.2019 10:00;19.05.2019 10:30;19.05.2019 11:00;19.05.2019 11:25
86546;194995;в575са 750;15;Москва;Москва;20.05.2019 03:04;20.05.2019 06:04;20.05.2019 13:25;20.05.2019 16:25;19.05.2019 20:38;19.05.2019 20:52;19.05.2019 22:27;19.05.2019 22:27;19.05.2019 23:41;19.05.2019 23:41;20.05.2019 07:00;20.05.2019 07:00
86546;195259;в575са 750;15;Москва;Москва;21.05.2019 00:47;21.05.2019 03:47;21.05.2019 05:35;21.05.2019 07:35;21.05.2019 00:00;21.05.2019 00:00;21.05.2019 04:00;21.05.2019 04:00;21.05.2019 05:05;21.05.2019 05:05;21.05.2019 09:10;21.05.2019 09:10
86546;195471;в575са 750;15;Москва;Москва;21.05.2019 12:00;21.05.2019 13:14;21.05.2019 13:54;21.05.2019 15:54;21.05.2019 12:00;21.05.2019 13:38;21.05.2019 16:49;21.05.2019 16:49;21.05.2019 17:49;22.05.2019 08:45;22.05.2019 10:25;22.05.2019 10:25
86546;196178;в575са 750;15;Москва;Ногинск;22.05.2019 21:42;23.05.2019 00:42;23.05.2019 04:00;23.05.2019 06:00;22.05.2019 22:22;22.05.2019 22:22;23.05.2019 04:48;23.05.2019 04:48;23.05.2019 08:36;23.05.2019 08:36;23.05.2019 16:46;23.05.2019 16:46
86546;196847;в575са 750;19;Ногинск;Самара;23.05.2019 19:00;23.05.2019 23:00;25.05.2019 13:00;25.05.2019 15:00;23.05.2019 17:00;23.05.2019 17:00;24.05.2019 09:30;24.05.2019 09:30;25.05.2019 12:01;25.05.2019 12:01;25.05.2019 13:10;25.05.2019 13:10
86546;197110;в575са 750;0;Самара;Тольятти;25.05.2019 23:59;26.05.2019 01:59;26.05.2019 08:30;26.05.2019 10:30;25.05.2019 21:30;25.05.2019 22:30;25.05.2019 23:15;25.05.2019 23:15;26.05.2019 05:26;26.05.2019 05:26;26.05.2019 06:26;26.05.2019 06:26
86546;197387;в575са 750;0;Самара;Ижевск;26.05.2019 13:00;26.05.2019 15:00;27.05.2019 07:30;27.05.2019 09:30;26.05.2019 09:15;26.05.2019 09:15;26.05.2019 14:36;26.05.2019 14:36;27.05.2019 04:19;27.05.2019 04:19;27.05.2019 05:40;27.05.2019 05:40
86546;198130;в575са 750;16;Пермь;Челябинск;28.05.2019 08:00;28.05.2019 11:00;29.05.2019 11:00;29.05.2019 14:00;27.05.2019 23:50;27.05.2019 23:50;28.05.2019 13:30;28.05.2019 13:30;29.05.2019 11:00;29.05.2019 11:00;29.05.2019 14:00;29.05.2019 14:00
86546;198605;в575са 750;30;Челябинск;Екатеринбург;29.05.2019 19:00;29.05.2019 22:00;30.05.2019 03:30;30.05.2019 08:30;29.05.2019 19:00;29.05.2019 19:00;29.05.2019 22:00;29.05.2019 22:00;30.05.2019 03:30;30.05.2019 03:30;30.05.2019 08:30;30.05.2019 08:30
86546;198625;в575са 750;30;Челябинск;Тюмень;30.05.2019 17:00;30.05.2019 20:00;31.05.2019 13:00;31.05.2019 18:00;30.05.2019 17:00;30.05.2019 17:00;30.05.2019 20:00;30.05.2019 20:00;31.05.2019 13:00;31.05.2019 13:00;31.05.2019 15:00;31.05.2019 16:30
86545;192638;в558са 750;18;Санкт-Петербург;Ростов на Дону;14.05.2019 08:00;14.05.2019 10:00;17.05.2019 05:00;17.05.2019 07:00;13.05.2019 16:00;13.05.2019 16:00;13.05.2019 23:00;13.05.2019 23:00;17.05.2019 05:00;17.05.2019 05:00;17.05.2019 07:00;17.05.2019 07:00
86402;192630;к725мо 750;20;Владимир;Москва;14.05.2019 10:00;14.05.2019 13:00;14.05.2019 21:00;15.05.2019 00:00;14.05.2019 09:00;14.05.2019 09:00;14.05.2019 10:30;14.05.2019 10:30;14.05.2019 16:40;14.05.2019 16:40;14.05.2019 19:00;14.05.2019 19:00
86402;193068;к725мо 750;15;Москва;Москва;15.05.2019 01:54;15.05.2019 03:08;15.05.2019 05:00;15.05.2019 07:00;14.05.2019 22:40;14.05.2019 22:40;15.05.2019 04:43;15.05.2019 04:43;15.05.2019 05:30;15.05.2019 12:10;15.05.2019 14:04;15.05.2019 14:04
86402;193466;к725мо 750;15;Москва;Москва;15.05.2019 07:00;15.05.2019 08:14;15.05.2019 11:00;15.05.2019 14:00;15.05.2019 05:30;15.05.2019 12:10;15.05.2019 14:04;15.05.2019 14:04;15.05.2019 17:51;15.05.2019 17:51;16.05.2019 00:50;16.05.2019 00:50
86402;193484;к725мо 750;15;Москва;Москва;16.05.2019 01:54;16.05.2019 03:08;16.05.2019 05:00;16.05.2019 07:00;15.05.2019 17:51;15.05.2019 17:51;16.05.2019 00:50;16.05.2019 00:50;16.05.2019 01:46;16.05.2019 01:46;16.05.2019 14:00;16.05.2019 14:00
86402;193677;к725мо 750;15;Москва;Москва;16.05.2019 07:00;16.05.2019 08:14;16.05.2019 11:00;16.05.2019 13:00;16.05.2019 01:46;16.05.2019 01:46;16.05.2019 14:00;16.05.2019 14:00;16.05.2019 15:31;16.05.2019 15:31;16.05.2019 18:23;16.05.2019 18:23
86402;193678;к725мо 750;15;Москва;Москва;16.05.2019 14:00;16.05.2019 15:14;16.05.2019 16:00;16.05.2019 18:00;16.05.2019 15:31;16.05.2019 15:31;16.05.2019 18:23;16.05.2019 18:23;16.05.2019 19:19;16.05.2019 19:19;17.05.2019 07:00;17.05.2019 07:00
86402;194362;к725мо 750;15;Москва;Москва;17.05.2019 20:06;17.05.2019 23:06;18.05.2019 02:00;18.05.2019 04:00;17.05.2019 19:30;17.05.2019 19:30;17.05.2019 23:43;17.05.2019 23:43;18.05.2019 01:24;18.05.2019 01:24;18.05.2019 08:35;18.05.2019 08:35
86402;194704;к725мо 750;15;Москва;Москва;19.05.2019 16:06;19.05.2019 19:06;19.05.2019 22:00;20.05.2019 01:00;19.05.2019 14:47;19.05.2019 14:47;19.05.2019 14:47;19.05.2019 14:47;19.05.2019 22:00;19.05.2019 22:00;20.05.2019 05:12;20.05.2019 05:12
86402;194805;к725мо 750;15;Москва;Москва;18.05.2019 04:00;18.05.2019 06:00;18.05.2019 08:54;18.05.2019 11:54;18.05.2019 01:24;18.05.2019 01:24;18.05.2019 08:35;18.05.2019 08:35;18.05.2019 08:54;18.05.2019 08:54;18.05.2019 14:54;18.05.2019 14:54
86402;195030;к725мо 750;15;Москва;Москва;20.05.2019 01:00;20.05.2019 04:00;20.05.2019 05:30;20.05.2019 08:30;19.05.2019 22:00;19.05.2019 22:00;20.05.2019 05:12;20.05.2019 05:12;20.05.2019 06:18;20.05.2019 06:18;20.05.2019 07:31;20.05.2019 07:31
86398;192882;в475са 750;0;Казань;Казань;12.05.2019 12:40;12.05.2019 14:40;14.05.2019 11:10;14.05.2019 12:10;12.05.2019 12:40;12.05.2019 12:40;12.05.2019 14:40;12.05.2019 14:40;14.05.2019 11:10;14.05.2019 11:10;14.05.2019 12:10;14.05.2019 12:10
86397;193079;в574са 750;15;Москва;Москва;15.05.2019 01:35;15.05.2019 02:49;15.05.2019 05:35;15.05.2019 07:35;14.05.2019 13:27;14.05.2019 21:17;14.05.2019 23:21;14.05.2019 23:21;15.05.2019 01:01;15.05.2019 03:05;15.05.2019 08:04;15.05.2019 08:04
86397;193126;в574са 750;15;Москва;Москва;15.05.2019 11:12;15.05.2019 12:26;15.05.2019 16:00;15.05.2019 18:00;15.05.2019 10:53;15.05.2019 10:53;15.05.2019 17:31;15.05.2019 17:31;15.05.2019 21:43;16.05.2019 12:00;16.05.2019 18:20;16.05.2019 18:20
86397;194109;в574са 750;15;Москва;Москва;16.05.2019 22:00;16.05.2019 23:14;17.05.2019 01:30;17.05.2019 04:30;16.05.2019 22:00;16.05.2019 22:00;17.05.2019 08:50;17.05.2019 08:50;17.05.2019 12:30;17.05.2019 12:30;17.05.2019 15:15;17.05.2019 15:15
86397;194377;в574са 750;15;Москва;Москва;18.05.2019 05:11;18.05.2019 08:11;18.05.2019 10:35;18.05.2019 12:35;18.05.2019 01:11;18.05.2019 01:11;18.05.2019 06:01;18.05.2019 06:01;18.05.2019 08:46;18.05.2019 08:46;18.05.2019 14:00;18.05.2019 14:00
86397;194772;в574са 750;15;Москва;Москва;19.05.2019 04:24;19.05.2019 05:38;19.05.2019 09:00;19.05.2019 10:14;18.05.2019 21:20;18.05.2019 21:20;19.05.2019 05:17;19.05.2019 05:17;19.05.2019 07:09;19.05.2019 07:09;19.05.2019 07:09;19.05.2019 07:09
86397;194988;в574са 750;15;Москва;Ногинск;20.05.2019 07:42;20.05.2019 08:56;20.05.2019 11:00;20.05.2019 14:00;20.05.2019 03:33;20.05.2019 03:33;20.05.2019 07:07;20.05.2019 07:07;20.05.2019 08:35;20.05.2019 08:35;20.05.2019 12:30;20.05.2019 12:30
86397;195430;в574са 750;15;Москва;Москва;21.05.2019 07:00;21.05.2019 08:18;21.05.2019 11:30;21.05.2019 13:30;21.05.2019 00:00;21.05.2019 00:00;21.05.2019 01:41;21.05.2019 01:41;21.05.2019 04:00;22.05.2019 09:20;22.05.2019 11:12;22.05.2019 11:12
86394;193871;к728рр 750;15;Москва;Москва;16.05.2019 17:00;16.05.2019 18:14;16.05.2019 21:00;16.05.2019 23:00;16.05.2019 17:00;16.05.2019 17:00;16.05.2019 23:00;16.05.2019 23:00;17.05.2019 00:44;17.05.2019 00:44;17.05.2019 13:08;17.05.2019 13:08
86394;194156;к728рр 750;15;Москва;Москва;17.05.2019 03:00;17.05.2019 05:00;17.05.2019 09:00;17.05.2019 11:00;17.05.2019 00:44;17.05.2019 00:44;17.05.2019 13:08;17.05.2019 13:08;17.05.2019 16:36;17.05.2019 16:36;19.05.2019 00:13;19.05.2019 00:13
86394;195019;к728рр 750;15;Москва;Москва;20.05.2019 01:46;20.05.2019 04:46;20.05.2019 06:40;20.05.2019 09:40;19.05.2019 21:08;19.05.2019 22:04;20.05.2019 01:30;20.05.2019 04:06;20.05.2019 05:40;20.05.2019 05:40;20.05.2019 09:00;20.05.2019 09:00
86394;195253;к728рр 750;15;Москва;Москва;21.05.2019 04:37;21.05.2019 07:37;21.05.2019 09:25;21.05.2019 11:25;21.05.2019 00:00;21.05.2019 00:00;21.05.2019 06:00;21.05.2019 06:00;21.05.2019 07:05;21.05.2019 07:05;21.05.2019 11:55;21.05.2019 11:55
86394;195741;к728рр 750;15;Москва;Москва;22.05.2019 04:42;22.05.2019 07:42;22.05.2019 09:30;22.05.2019 11:30;21.05.2019 21:00;21.05.2019 21:00;21.05.2019 23:00;21.05.2019 23:00;22.05.2019 00:22;22.05.2019 00:22;22.05.2019 11:20;22.05.2019 11:20
86394;195753;к728рр 750;15;Москва;Чехов;22.05.2019 17:30;22.05.2019 20:30;22.05.2019 23:00;23.05.2019 01:00;22.05.2019 13:55;22.05.2019 13:55;22.05.2019 16:18;22.05.2019 16:18;22.05.2019 20:47;22.05.2019 20:47;22.05.2019 22:26;22.05.2019 22:26
86394;196180;к728рр 750;15;Москва;Москва;23.05.2019 04:12;23.05.2019 07:12;23.05.2019 09:00;23.05.2019 11:00;22.05.2019 23:51;22.05.2019 23:51;23.05.2019 05:00;23.05.2019 05:00;23.05.2019 07:22;23.05.2019 07:22;23.05.2019 17:10;23.05.2019 17:10
86394;196605;к728рр 750;15;Москва;Москва;24.05.2019 08:36;24.05.2019 11:36;24.05.2019 13:30;24.05.2019 15:30;24.05.2019 04:15;24.05.2019 04:15;24.05.2019 07:40;24.05.2019 07:40;24.05.2019 10:30;24.05.2019 10:30;24.05.2019 15:45;24.05.2019 15:45
86394;197132;к728рр 750;15;Москва;Москва;25.05.2019 04:24;25.05.2019 05:38;25.05.2019 09:00;25.05.2019 10:14;25.05.2019 02:12;25.05.2019 02:12;25.05.2019 06:05;25.05.2019 06:05;25.05.2019 08:21;25.05.2019 08:21;25.05.2019 09:24;25.05.2019 09:24
86394;197458;к728рр 750;15;Москва;Москва;26.05.2019 04:24;26.05.2019 05:38;26.05.2019 09:00;26.05.2019 10:14;25.05.2019 23:00;26.05.2019 00:22;26.05.2019 06:36;26.05.2019 06:36;26.05.2019 08:41;26.05.2019 08:41;26.05.2019 09:54;26.05.2019 09:54
86394;197728;к728рр 750;15;Москва;Москва;27.05.2019 07:48;27.05.2019 10:48;27.05.2019 13:30;27.05.2019 15:30;26.05.2019 08:41;26.05.2019 20:20;26.05.2019 21:50;26.05.2019 22:02;27.05.2019 08:16;27.05.2019 08:16;27.05.2019 13:43;27.05.2019 15:30
86394;198084;к728рр 750;15;Москва;Москва;28.05.2019 06:24;28.05.2019 07:38;28.05.2019 10:30;28.05.2019 11:44;28.05.2019 03:12;28.05.2019 03:12;28.05.2019 06:54;28.05.2019 06:54;28.05.2019 10:00;28.05.2019 10:00;28.05.2019 15:35;28.05.2019 15:35
86394;198490;к728рр 750;15;Москва;Москва;29.05.2019 02:48;29.05.2019 05:48;29.05.2019 09:00;29.05.2019 11:00;28.05.2019 21:09;28.05.2019 21:09;28.05.2019 23:00;28.05.2019 23:00;29.05.2019 01:23;29.05.2019 01:23;29.05.2019 18:12;29.05.2019 18:12
86394;198923;к728рр 750;15;Москва;Москва;30.05.2019 04:12;30.05.2019 07:12;30.05.2019 09:00;30.05.2019 11:00;29.05.2019 19:41;29.05.2019 19:41;29.05.2019 23:30;29.05.2019 23:30;30.05.2019 00:46;30.05.2019 00:46;30.05.2019 18:08;30.05.2019 18:08
86394;199334;к728рр 750;15;Москва;Москва;30.05.2019 23:30;31.05.2019 02:30;31.05.2019 03:00;31.05.2019 05:00;30.05.2019 19:24;30.05.2019 19:24;30.05.2019 22:40;30.05.2019 22:40;30.05.2019 23:01;30.05.2019 23:01;31.05.2019 05:06;31.05.2019 05:06
86390;193919;с702св 750;15;Москва;Москва;17.05.2019 07:42;17.05.2019 09:42;17.05.2019 13:00;17.05.2019 15:00;17.05.2019 06:20;17.05.2019 08:50;17.05.2019 13:00;17.05.2019 13:00;17.05.2019 16:10;17.05.2019 16:10;17.05.2019 23:04;17.05.2019 23:04
86390;194415;с702св 750;15;Москва;Москва;17.05.2019 15:00;17.05.2019 17:00;17.05.2019 20:00;17.05.2019 22:00;17.05.2019 16:10;17.05.2019 16:10;17.05.2019 23:04;17.05.2019 23:04;18.05.2019 05:51;18.05.2019 05:51;18.05.2019 09:39;18.05.2019 09:39
86390;194423;с702св 750;15;Москва;Москва;18.05.2019 06:33;18.05.2019 08:33;18.05.2019 11:15;18.05.2019 13:15;18.05.2019 05:51;18.05.2019 05:51;18.05.2019 09:39;18.05.2019 09:39;18.05.2019 13:38;18.05.2019 13:38;18.05.2019 14:53;18.05.2019 14:53
86390;194998;с702св 750;15;Москва;Москва;20.05.2019 04:29;20.05.2019 07:29;20.05.2019 10:35;20.05.2019 13:35;19.05.2019 23:20;20.05.2019 00:01;20.05.2019 03:42;20.05.2019 03:42;20.05.2019 05:30;20.05.2019 05:30;20.05.2019 09:00;20.05.2019 09:00
86390;195746;с702св 750;15;Москва;Москва;22.05.2019 04:30;22.05.2019 07:30;22.05.2019 09:00;22.05.2019 11:00;21.05.2019 21:00;21.05.2019 21:00;22.05.2019 00:30;22.05.2019 00:30;22.05.2019 02:30;22.05.2019 08:40;22.05.2019 16:38;22.05.2019 16:38
86390;196113;с702св 750;15;Москва;Москва;22.05.2019 11:00;22.05.2019 12:14;22.05.2019 13:30;22.05.2019 15:30;22.05.2019 08:40;22.05.2019 08:40;22.05.2019 16:38;22.05.2019 16:38;22.05.2019 21:34;22.05.2019 21:34;23.05.2019 01:00;23.05.2019 01:00
86390;196190;с702св 750;15;Москва;Москва;23.05.2019 05:12;23.05.2019 08:12;23.05.2019 10:00;23.05.2019 12:00;22.05.2019 21:34;22.05.2019 21:34;23.05.2019 01:00;23.05.2019 01:00;23.05.2019 02:46;23.05.2019 02:46;23.05.2019 16:27;23.05.2019 16:27
86390;196600;с702св 750;15;Москва;Москва;24.05.2019 05:12;24.05.2019 08:12;24.05.2019 10:00;24.05.2019 12:00;23.05.2019 22:00;23.05.2019 22:00;24.05.2019 00:20;24.05.2019 00:20;24.05.2019 04:30;24.05.2019 04:30;24.05.2019 11:59;24.05.2019 11:59
86390;197094;с702св 750;15;Москва;Москва;25.05.2019 14:56;25.05.2019 17:56;25.05.2019 20:20;25.05.2019 22:20;25.05.2019 10:42;25.05.2019 10:42;25.05.2019 12:28;25.05.2019 12:28;25.05.2019 18:41;25.05.2019 18:41;25.05.2019 19:40;25.05.2019 19:40
86390;197742;с702св 750;15;Москва;Москва;27.05.2019 02:24;27.05.2019 05:24;27.05.2019 09:00;27.05.2019 12:00;27.05.2019 00:10;27.05.2019 00:15;27.05.2019 02:40;27.05.2019 02:47;27.05.2019 04:36;27.05.2019 06:07;27.05.2019 08:00;27.05.2019 08:00
86390;198064;с702св 750;15;Москва;Москва;27.05.2019 23:06;28.05.2019 02:06;28.05.2019 04:00;28.05.2019 06:00;27.05.2019 20:45;27.05.2019 20:45;27.05.2019 22:53;27.05.2019 22:53;28.05.2019 01:28;28.05.2019 01:28;28.05.2019 06:00;28.05.2019 09:00
86390;198486;с702св 750;15;Москва;Москва;29.05.2019 00:14;29.05.2019 03:14;29.05.2019 05:50;29.05.2019 07:50;28.05.2019 20:50;28.05.2019 20:50;28.05.2019 23:40;28.05.2019 23:40;29.05.2019 04:30;29.05.2019 04:30;29.05.2019 08:55;29.05.2019 08:55
86390;198681;с702св 750;37;Тула;Москва;30.05.2019 18:00;30.05.2019 22:00;31.05.2019 02:00;31.05.2019 06:00;30.05.2019 18:00;30.05.2019 18:00;30.05.2019 22:00;30.05.2019 22:00;31.05.2019 02:00;31.05.2019 02:00;31.05.2019 10:40;31.05.2019 10:40
86390;198913;с702св 750;15;Москва;Москва;29.05.2019 21:00;30.05.2019 00:00;30.05.2019 03:00;30.05.2019 05:00;29.05.2019 18:39;29.05.2019 18:39;29.05.2019 22:29;29.05.2019 22:29;30.05.2019 00:10;30.05.2019 05:00;30.05.2019 08:51;30.05.2019 08:51
86386;194450;у019св 750;0;Самара;Ижевск;18.05.2019 17:00;18.05.2019 19:00;19.05.2019 11:30;19.05.2019 13:30;18.05.2019 14:00;18.05.2019 14:00;18.05.2019 17:50;18.05.2019 17:50;19.05.2019 10:50;19.05.2019 10:50;19.05.2019 12:30;19.05.2019 12:30
86386;194462;у019св 750;19;Ногинск;Самара;16.05.2019 18:00;16.05.2019 22:00;18.05.2019 13:00;18.05.2019 15:00;16.05.2019 18:00;16.05.2019 18:00;17.05.2019 06:00;17.05.2019 06:00;18.05.2019 11:20;18.05.2019 11:20;18.05.2019 13:15;18.05.2019 13:15
86383;194709;о030ск 750;15;Москва;Москва;19.05.2019 04:48;19.05.2019 07:48;19.05.2019 10:30;19.05.2019 13:30;18.05.2019 22:00;18.05.2019 22:00;19.05.2019 00:50;19.05.2019 00:50;19.05.2019 09:38;19.05.2019 09:38;19.05.2019 12:00;19.05.2019 12:00
86383;195004;о030ск 750;15;Москва;Москва;20.05.2019 09:42;20.05.2019 12:42;20.05.2019 15:00;20.05.2019 18:00;20.05.2019 05:48;20.05.2019 08:50;20.05.2019 12:30;20.05.2019 12:30;20.05.2019 15:00;20.05.2019 15:00;20.05.2019 16:50;20.05.2019 16:50
86383;195419;о030ск 750;15;Москва;Москва;21.05.2019 04:30;21.05.2019 05:48;21.05.2019 09:00;21.05.2019 11:00;21.05.2019 00:00;21.05.2019 00:00;21.05.2019 01:20;21.05.2019 01:20;21.05.2019 03:20;21.05.2019 13:20;21.05.2019 14:50;21.05.2019 14:50
86383;195750;о030ск 750;15;Москва;Москва;22.05.2019 05:06;22.05.2019 08:06;22.05.2019 09:00;22.05.2019 11:00;21.05.2019 22:00;21.05.2019 22:00;22.05.2019 00:15;22.05.2019 00:15;22.05.2019 02:00;22.05.2019 02:00;22.05.2019 14:30;22.05.2019 14:30
86383;195752;о030ск 750;15;Москва;Чехов;22.05.2019 15:30;22.05.2019 18:30;22.05.2019 21:00;22.05.2019 23:00;22.05.2019 16:00;22.05.2019 16:00;22.05.2019 18:10;22.05.2019 18:10;22.05.2019 20:50;22.05.2019 20:50;22.05.2019 22:26;22.05.2019 22:26
86383;196098;о030ск 750;15;Москва;Москва;22.05.2019 11:00;22.05.2019 12:14;22.05.2019 13:00;22.05.2019 15:00;22.05.2019 02:00;22.05.2019 02:00;22.05.2019 14:30;22.05.2019 14:30;22.05.2019 16:00;22.05.2019 16:00;22.05.2019 18:10;22.05.2019 18:10
86383;196181;о030ск 750;15;Москва;Москва;23.05.2019 04:12;23.05.2019 07:12;23.05.2019 09:00;23.05.2019 11:00;22.05.2019 23:55;22.05.2019 23:55;23.05.2019 06:20;23.05.2019 06:20;23.05.2019 07:20;23.05.2019 07:20;23.05.2019 15:30;23.05.2019 15:30
86383;196611;о030ск 750;15;Москва;Москва;24.05.2019 05:48;24.05.2019 08:48;24.05.2019 12:00;24.05.2019 14:00;24.05.2019 03:05;24.05.2019 03:05;24.05.2019 06:35;24.05.2019 06:35;24.05.2019 09:24;24.05.2019 09:24;24.05.2019 10:13;24.05.2019 10:13
86376;193499;в523са 750;15;Москва;Москва;16.05.2019 00:42;16.05.2019 01:56;16.05.2019 04:30;16.05.2019 06:30;15.05.2019 22:50;15.05.2019 22:50;16.05.2019 06:12;16.05.2019 06:12;16.05.2019 07:38;16.05.2019 12:30;16.05.2019 17:00;16.05.2019 17:34
86376;194460;в523са 750;19;Ногинск;Казань;16.05.2019 13:00;16.05.2019 17:00;18.05.2019 12:00;18.05.2019 14:00;16.05.2019 20:00;16.05.2019 20:00;16.05.2019 23:20;16.05.2019 23:20;18.05.2019 09:30;18.05.2019 09:30;18.05.2019 10:30;18.05.2019 10:30
86376;194762;в523са 750;3;Набережные Челны;Москва;18.05.2019 15:00;18.05.2019 18:00;20.05.2019 12:00;20.05.2019 12:00;18.05.2019 15:00;18.05.2019 15:00;18.05.2019 16:00;18.05.2019 16:40;20.05.2019 09:04;20.05.2019 10:00;20.05.2019 11:15;20.05.2019 11:25
86376;195314;в523са 750;15;Москва;Москва;21.05.2019 05:00;21.05.2019 06:18;21.05.2019 09:30;21.05.2019 11:30;21.05.2019 04:25;21.05.2019 04:25;21.05.2019 06:30;21.05.2019 06:30;21.05.2019 08:45;21.05.2019 13:50;21.05.2019 15:29;21.05.2019 15:29
86376;195735;в523са 750;15;Москва;Москва;21.05.2019 21:42;22.05.2019 00:42;22.05.2019 04:00;22.05.2019 06:00;21.05.2019 19:45;21.05.2019 19:45;22.05.2019 02:20;22.05.2019 02:20;22.05.2019 05:10;22.05.2019 06:05;22.05.2019 07:30;22.05.2019 07:30
86376;196330;в523са 750;19;Ногинск;Самара;22.05.2019 18:00;22.05.2019 22:00;24.05.2019 13:00;24.05.2019 17:00;22.05.2019 18:00;22.05.2019 18:00;23.05.2019 00:40;23.05.2019 00:40;24.05.2019 12:57;24.05.2019 13:00;24.05.2019 17:00;24.05.2019 17:00
86376;196553;в523са 750;0;Самара;Тольятти;24.05.2019 21:30;24.05.2019 23:30;25.05.2019 06:00;25.05.2019 08:00;24.05.2019 20:07;24.05.2019 21:15;24.05.2019 22:45;24.05.2019 22:45;25.05.2019 03:25;25.05.2019 03:25;25.05.2019 05:40;25.05.2019 05:40
86374;194154;о033ск 750;15;Москва;Москва;16.05.2019 21:00;16.05.2019 22:14;17.05.2019 01:30;17.05.2019 03:30;16.05.2019 21:00;16.05.2019 21:00;17.05.2019 13:16;17.05.2019 13:16;17.05.2019 20:00;17.05.2019 20:00;17.05.2019 22:16;17.05.2019 22:16
86374;194869;о033ск 750;19;Ногинск;Смоленск;18.05.2019 19:00;18.05.2019 23:00;19.05.2019 15:00;19.05.2019 19:00;18.05.2019 19:00;18.05.2019 19:00;18.05.2019 23:00;18.05.2019 23:00;19.05.2019 15:00;19.05.2019 15:00;19.05.2019 16:50;19.05.2019 16:50
86374;194877;о033ск 750;37;Брянск;Москва;20.05.2019 18:00;20.05.2019 21:00;21.05.2019 09:00;21.05.2019 13:00;20.05.2019 14:10;20.05.2019 14:10;20.05.2019 21:00;20.05.2019 21:00;21.05.2019 05:00;21.05.2019 09:32;21.05.2019 14:00;21.05.2019 14:00
86374;195743;о033ск 750;15;Москва;Москва;22.05.2019 04:42;22.05.2019 07:42;22.05.2019 09:30;22.05.2019 11:30;21.05.2019 21:00;21.05.2019 21:00;21.05.2019 23:00;21.05.2019 23:00;22.05.2019 00:00;22.05.2019 11:03;22.05.2019 11:57;22.05.2019 11:57
86374;195755;о033ск 750;15;Москва;Чехов;22.05.2019 16:30;22.05.2019 19:30;22.05.2019 22:00;23.05.2019 00:00;22.05.2019 14:40;22.05.2019 14:40;22.05.2019 18:00;22.05.2019 18:00;22.05.2019 20:15;22.05.2019 20:15;22.05.2019 22:25;22.05.2019 22:25
86374;196189;о033ск 750;15;Москва;Москва;23.05.2019 06:12;23.05.2019 09:12;23.05.2019 11:00;23.05.2019 13:00;22.05.2019 23:24;22.05.2019 23:24;23.05.2019 04:44;23.05.2019 04:44;23.05.2019 05:50;23.05.2019 05:50;23.05.2019 17:18;23.05.2019 17:18
86374;196617;о033ск 750;15;Москва;Москва;24.05.2019 18:12;24.05.2019 21:12;24.05.2019 23:00;25.05.2019 01:00;24.05.2019 16:21;24.05.2019 16:21;24.05.2019 20:21;24.05.2019 20:21;24.05.2019 23:00;24.05.2019 23:00;25.05.2019 06:50;25.05.2019 06:50
86374;196635;о033ск 750;15;Москва;Москва;24.05.2019 06:12;24.05.2019 09:12;24.05.2019 11:00;24.05.2019 11:00;24.05.2019 05:20;24.05.2019 05:20;24.05.2019 07:47;24.05.2019 07:47;24.05.2019 09:05;24.05.2019 09:05;24.05.2019 14:26;24.05.2019 14:26
